"31000670","インフルエンザD"
"31000559","発熱"
"31000216","+未来位置"
"31000496","+ハンセン病"
"100156","ムーンライトゆかりん"
"100145","薬"
"31000476","+-test"
"31000558","首"
"31000424","過体重"
"31000146","+cms"
"31000400","医療"
"31000121","+医学"
"31000230","一般強化12"
"31000126","+健康"
"100102","エボラ出血熱"
"100128","+R29"
"31000204","-Ttt"
"100044","心臓"
"31000417","+薬"
"31000560","治療"
"31000671","インフル"
"31000260","+習慣"
"100137","ゆかりん"
"31000132","+cms"
"31000399","+Kisonn"
"100109","Test"
"31000113","北海道"
"100057","がん"
"31000400","医学の掟"
"31000509","インフルエンザ"
"31000261","+薬"
"31000374","研究"
"31000115","幼児"
"31000668","ウィルス"
"31000234","一般強化15"
"31000560","脳内"
"31000641","消化器"
"100053","肝臓がんぉ"
"31000663","インフルエンザB"
"31000415","セミナー"
"31000279","看護"
"31000508","肺炎"
"100011","+薬剤"
"31000149","test4"
"100151","+治療"
"31000224","+天気"
"31000558","指"
"31000336","+看護師"
"31000171","医学"
"33000706","てst"
"33000710","+test"
"31000553","+SSRI"
"100119","山口"
"31000474","薬"
"100072","ゆかりん"
"100102","医療"
"31000118","産"
"100151","+医療"
"31000489","+高齢者"
"31000559","内出血"
"31000407","タミフル"
"31000278","医療"
"100114","PUSH"
"31000565","腰痛"
"31000141","+風邪"
"31000474","医薬"
"31000664","インフルエンザC"
"31000233","+一般強化14"
"31000558","ひじ"
"31000403","薬"
"31000560","便秘"
"100145","新薬"
"33000694","新型インフルエンザ"
"31000180","管理強化15"
"31000199","-xxxx"
"31000560","脳梗塞"
"31000136","+医学"
"31000134","+cms"
"31000554","肺"
"31000560","下痢"
"31000659","新型インフルエンザ"
"100081","+肝臓"
"100078","test"
"100140","医学生"
"31000115","多岐"
"31000398","医療"
"31000649","消化器"
"31000122","+がん"
"31000247","+ささささ"
"100078","ムーンライトゆかりん"
"31000556","診断"
"31000648","'消化器'"
"31000131","+薬"
"31000281","薬剤師"
"31000115","大人"
"31000646","'消化器'"
"31000186","管理強化12"
"100033","+心臓"
"100140","医療"
"31000642","消化器"
"31000125","+医療"
"100053","脳腫瘍ぴ"
"31000260","+新薬"
"31000276","医療"
"33000719","テストチャンネル"
"31000401","-がん患者"
"31000643","消化器"
"31000366","絞り2"
"31000560","肺"
"31000406","医学"
"31000558","目"
"31000573","血管"
"31000558","足"
"31000101","+cms"
"100135","ゆかりん"
"31000164","+技術研究"
"100079","ムーンライトゆかりん"
"100114","ＰＵＳＨ"
"31000560","出血"
"31000139","+cms"
"31000118","血球"
"100154","ゆかりん"
"31000281","看護師"
"31000474","新薬"
"31000118","骨"
"31000129","+cms"
"33000720","テストチャンネル"
"31000574","+テスト"
"31000554","心臓"
"100081","+医療"
"31000118","体"
"100023","+心臓"
"100014","+心理学"
"31000122","+医学"
"31000228","一般強化10"
"31000281","インフルエンザ"
"31000423","+医療"
"31000688","インフルエンザM"
"31000624","-てzt"
"31000646","消化器"
"31000560","抜け毛"
"31000648","消化器"
"100135","ムーンライトゆかりん"
"31000476","++aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaab"
"31000282","医療"
"31000405","-喫煙者"
"31000136","+ゲノム"
"31000279","癌"
"31000220","NEC"
"100114","茨城"
"31000666","新型"
"31000135","+遺伝子"
"100145","A067"
"31000115","大腿骨"
"100154","ムーンライトゆかりん"
"31000314","てすと"
"100067","+医療"
"31000403","医療"
"31000261","+医学"
"100079","ゆかりん"
"31000192","管理強化11"
"100018","+医療"
"31000245","あいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえおあいうえお"
"31000508","医療　新聞"
"100116","静岡"
"31000559","遠視"
"100102","インフルエンザ"
"31000690","インフルエンザO"
"100078","nosai"
"100145","CMS"
"31000114","僕の周りに医学部の人はいなかった"
"31000208","-encounter"
"31000224","+治療"
"31000499","肺がん"
"31000474","医療"
"31000478","aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa+a"
"31000426","医学"
"100004","-yyyyyyyyyyyyyyyyyyy"
"31000152","+インフィード"
"31000149","test3"
"31000408","セミナー"
"31000506","test"
"33000713","+のど"
"31000373","+あいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけ"
"31000395","医学"
"100140","新薬"
"100092","+医療"
"31000409","+セミナー"
"31000179","管理強化14"
"31000521","肺活量"
"31000559","鼻"
"100056","ああああああああああいいいいいいいいいいああああああああああいいいいいいいいいいああああああああああいいいいいいいいいいああああああああああいいいいいいいいいいああああああああああいいいいいいいいいいああああああああああいいいいいいいいいいああああああああああいいいいいいいいいいああああああああああいいいいいいいいいいああああああああああいいいいいいいいいいああああああああああいいいいいいいいい"
"31000193","管理強化10"
"100145","医学生"
"31000668","インフル"
"33000696","Tfrhf"
"31000672","ウイルス"
"31000276","新薬"
"31000115","ヒト"
"31000669","インフルエンザ"
"31000400","薬"
"31000497","医療"
"100145","医療"
"100113","東京"
"31000150","+さ"
"100078","ゆかりん"
"31000407","医学"
"31000504","肺がん"
"31000214","心臓"
"31000559","頭痛"
"33000716","+筋トレ"
"100118","広島"
"31000402","新薬"
"31000558","尻"
"31000162","+検索"
"31000381","+あいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきく"
"31000311","+医療"
"100053","肺がんひ"
"31000150","+あ"
"31000689","インフルエンザN"
"100159","獣医"
"31000558","鼻"
"31000686","インフルエンザK"
"31000675","おおおおお"
"31000118","動物体内"
"100067","+みちひろ"
"31000560","癌"
"31000118","バックグラウンド更新確認"
"31000193","強化変更12"
"100049","がん"
"100092","+moly"
"31000427","-c"
"31000123","+cms"
"31000123","+問い合わせ"
"31000118","大小"
"31000173","+管理強化10"
"31000172","ゆかりん"
"31000559","骨折"
"31000389","+医療"
"31000623","-Test"
"31000560","レントゲン"
"31000314","does"
"31000505","難病"
"31000102","+医療"
"31000135","+医学"
"31000281","医療"
"100050","医学"
"100068","+may"
"31000318","一塩基s多型"
"31000678","筋弛緩剤"
"31000619","+ｖｖｖｖｖ"
"31000118","筋肉"
"31000187","-yyy"
"31000249","+医療"
"31000115","貯蔵"
"100092","+みちひろ"
"31000437","研究"
"31000201","管理強化10"
"100156","ゆかりん"
"33000695","-fっhdfg"
"31000124","+問い合わせ"
"31000439","薬剤師"
"33000692","インフルエンザQ"
"31000260","+医療"
"31000124","+cms"
"31000560","ボケ"
"31000400","新薬"
"31000484","+糖尿病"
"100137","ムーンライトゆかりん"
"100053","子宮がんみ"
"31000379","+あいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこあいうえおかきくけこさしすせそたちつてとあいうえおかきくけこさしすせそたちつてとあいうえおかき"
"31000559","むし歯"
"31000558","爪"
"31000487","喉"
"31000142","医療"
"31000423","+インフル"
"31000115","固有"
"31000558","口"
"31000559","せき"
"31000678","リウマチ"
"100017","I医療"
"31000458","テスト用キーワード"
"100053","胃がんこ"
"100113","PUSH"
"31000295","+薬"
"31000196","管理強化11"
"31000115","大小"
"31000673","インフルエンザE"
"31000121","+医療"
"100084","+プラス"
"31000576","qdwdqwdqwdqw"
"31000278","看護"
"100145","医師"
"31000191","山口"
"31000560","胃潰瘍"
"31000115","バックグラウンド更新確認"
"31000474","医学"
"31000219","ゴミ"
"31000282","癌"
"31000279","医療"
"31000153","インフィード"
"31000426","医療"
"31000176","評価してます"
"31000558","腕"
"31000115","動物体内"
"31000644","""消化器"""
"31000646","""消化器"""
"31000559","下痢"
"31000203","+キーワード"
"31000558","おなか"
"31000336","+医師"
"31000648","""消化器"""
"100139","ゆかりん"
"31000497","食べ物"
"100145","生活"
"31000118","固有"
"31000228","トピック変更7"
"100007","-pppppppppppppppp"
"31000565","運動"
"31000559","眼科"
"33000718","+っちぃ"
"31000492","風邪"
"31000215","+現在位置"
"33000704","+あああああ"
"31000337","高血圧"
"31000651","""消化器"""
"31000560","血栓"
"100145","神経"
"33000691","インフルエンザP"
"31000150","+か"
"33000713","+花粉症"
"31000671","エンザ"
"31000336","+薬剤師"
"100032","+あああ"
"31000559","のど"
"31000681","はひふ"
"31000261","+新薬"
"31000558","顔"
"31000507","肺炎"
"31000559","腹痛"
"31000117","研究して新薬の元となる成分２"
"31000151","+インフィード"
"31000560","抜毛"
"100101","キーワード"
"31000165","+削除"
"31000485","+テスト"
"31000167","+材料"
"31000665","新型インフルエンザ"
"31000436","リスペリドン"
"31000558","ひざ"
"31000118","貯蔵"
"31000558","耳"
"100151","+医学"
"31000407","医療"
"31000115","筋肉"
"31000402","タミフル"
"31000247","+あららら"
"100061","茨城"
"31000417","+タミフル"
"31000491","運動"
"31000136","+医療"
"31000261","+テスト医療"
"31000559","近視"
"31000640","削除②"
"31000281","癌"
"31000389","+薬"
"31000116","+研究して新薬の元となる成分"
"33000703","かづたむ"
"31000117","研究して新薬の元となる成分"
"31000461","+０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８９０１２３４５６７８"
"31000406","インフルエンザ"
"31000404","記事"
"100112","医師"
"100113","ＰＵＳＨ"
"100050","医療"
"31000118","大腿骨"
"31000560","痴呆"
"31000667","+あいうえお"
"31000680","インフルエンザG"
"31000422","A"
"100002","医療"
"31000645","'消化器'"
"100094","血液"
"31000112","医学部の人はいなかったので実際の中身"
"31000555","test"
"31000558","肺"
"31000559","歯痛"
"31000406","薬"
"31000396","医療"
"31000281","医師"
"31000249","+薬味"
"31000419","医療安全"
"33000707","共同通信"
"31000111","+理化学"
"100053","乳がんゎ"
"31000133","+cms"
"31000118","ヒト"
"31000560","痔"
"100074","+pp"
"31000169","+白昼夢"
"31000122","+医療"
"31000188","-同名チャンネルiPhone"
"100081","+医学"
"31000559","風邪"
"31000681","たちつ"
"33000702","a"
"31000559","嘔吐"
"31000236","なあはあはたさたはたらはあはたはあらあはあはありかあはさたさたらあらなひなさたはたらあはたはたさたはからからからなさやしなさたさまさまさまさまさまさたはあはあらはなはたはたはたはたはたさたしたさなはからかはあさなさたはたひたはたはたはたはたはたはなはたはなはなは"
"31000639","削除①"
"31000560","健康診断"
"100112","がん"
"31000249","+薬"
"100090","循環"
"31000559","熱"
"31000648","""消化器"
"100102","瀧川"
"31000601","オプジーボ"
"100067","+医学"
"100014","+生活習慣"
"31000682","+まみむ"
"31000292","記事"
"31000685","インフルエンザJ"
"31000115","研究して新薬の元となる成分"
"31000558","骨"
"31000400","医学"
"31000119","+ゴール"
"100111","診断薬製造などが主な事業の企業も含まれる"
"31000118","多岐"
"31000558","手"
"31000493","+救急車"
